Product_Id|Product_Name|Product_Category|Product_Brand|Product_Type
10454|Truffles|Grocery|Nestle|Chocolate
10455|T-shirt|Clothing|Zara|Shirt
10456|TV stand|Home Decor|Home Depot|Furniture
10457|TV stand|Home Decor|IKEA|Furniture
10458|Under cabinet lighting|Home Decor|IKEA|Lighting
10459|Utility knife|Home Decor|Home Depot|Tools
10460|Varsity jacket|Clothing|Adidas|Jacket
10461|Vases|Home Decor|Home Depot|Decorations
10462|Vases|Home Decor|IKEA|Decorations
10463|V-neck tee|Clothing|Adidas|T-shirt
10464|V-neck tee|Clothing|Nike|T-shirt
10465|Wall art|Home Decor|Home Depot|Decorations
10466|Wall art|Home Decor|IKEA|Decorations
10467|Wall sconces|Home Decor|IKEA|Lighting
10468|Wardrobe|Home Decor|Home Depot|Furniture
10469|Wardrobe|Home Decor|IKEA|Furniture
10470|White chocolate|Grocery|Nestle|Chocolate
10471|Wide-leg jeans|Clothing|Zara|Jeans
10472|Windbreaker|Clothing|Adidas|Jacket
10473|Window AC|Electronics|BlueStar|BlueStar AC
10474|Window AC|Electronics|Mitsubhisi|Mitsubishi 1.5 Ton 3 Star Split AC
10475|Wireless headphones|Electronics|Sony|Headphones
10476|Wrap dress|Clothing|Zara|Dress
10477|Wrench|Home Decor|Home Depot|Tools
10478|Xiaomi Mi|Electronics|Apple|Smartphone
10479|Xiaomi Mi|Electronics|Samsung|Smartphone
10480|Xiaomi Mi|Electronics|Sony|Smartphone
